cat,pot(V vs. RHE),pot(V vs. SHE),pot(V vs. Ag/AgCl),pot(V vs. Fc/Fc),jtotal(mA cm^-2),jpartial(mA cm^2),FE,elect,conc,prod,pH,Author,Title,Subject
 Au50Cu50,-0.600204708290686,,,,,, 0.02191963010754483, KHCO3, 0.1M, HCOO-,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au50Cu50,-0.49989764585465734,,,,,, 0.005677423927522435, KHCO3, 0.1M, HCOO-,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au50Cu50,-0.40000000000000013,,,,,, 0.005728288309322149, KHCO3, 0.1M, HCOO-,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au25Cu75,-0.8004094165813718,,,,,, 0.1360743120279671, KHCO3, 0.1M, HCOO-,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au25Cu75,-0.700102354145343,,,,,, 0.10292782886220132, KHCO3, 0.1M, HCOO-,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au25Cu75,-0.6006141248720576,,,,,, 0.07120659068973353, KHCO3, 0.1M, HCOO-,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au25Cu75,-0.5003070624360288,,,,,, 0.020137500599324176, KHCO3, 0.1M, HCOO-,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au25Cu75,-0.40000000000000013,,,,,, 0.020392239429485093, KHCO3, 0.1M, HCOO-,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Cu,-0.8000000000000001,,,,,, 0.1723270663133955, KHCO3, 0.1M, HCOO-,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Cu,-0.700102354145343,,,,,, 0.11311112825120335, KHCO3, 0.1M, HCOO-,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Cu,-0.600204708290686,,,,,, 0.04167523092220879, KHCO3, 0.1M, HCOO-,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Cu,-0.5003070624360288,,,,,, 0.015453182880383248, KHCO3, 0.1M, HCOO-,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au75Cu25,-0.7998210610710799,,,,,, 1.6757814534702606, KHCO3, 0.1M, H2,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au75Cu25,-0.6995956511303689,,,,,, 0.7571843673559013, KHCO3, 0.1M, H2,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au75Cu25,-0.5998882653035169,,,,,, 0.673260784083423, KHCO3, 0.1M, H2,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au75Cu25,-0.5001653550947036,,,,,, 0.4744179633440746, KHCO3, 0.1M, H2,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au75Cu25,-0.40003799388216765,,,,,, 0.28162658754679004, KHCO3, 0.1M, H2,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au50Cu50,-0.7998619147078196,,,,,, 1.978200499435709, KHCO3, 0.1M, H2,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au50Cu50,-0.6999992850613568,,,,,, 0.7450845414945282, KHCO3, 0.1M, H2,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au50Cu50,-0.5998809116489037,,,,,, 0.6188253558096424, KHCO3, 0.1M, H2,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au50Cu50,-0.4997392516635091,,,,,, 0.3201873139244511, KHCO3, 0.1M, H2,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au50Cu50,-0.4000277804729826,,,,,, 0.2060218260554283, KHCO3, 0.1M, H2,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au25Cu75,-0.8003194754393041,,,,,, 2.3652938142487265, KHCO3, 0.1M, H2,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au25Cu75,-0.7001193947533715,,,,,, 1.6341965366329447, KHCO3, 0.1M, H2,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au25Cu75,-0.5999556738041374,,,,,, 1.1722522099264116, KHCO3, 0.1M, H2,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au25Cu75,-0.5001727087493168,,,,,, 0.5288533916178548, KHCO3, 0.1M, H2,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Au25Cu75,-0.40003717680943285,,,,,, 0.2755782066274808, KHCO3, 0.1M, H2,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Cu,-0.8000996828736446,,,,,, 0.7382793469546165, KHCO3, 0.1M, H2,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Cu,-0.6999657850792302,,,,,, 0.49710092380286053, KHCO3, 0.1M, H2,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 Cu,-0.6002604419342155,,,,,, 0.42829829282865494, KHCO3, 0.1M, H2,,Kai Liu,am9b01553 1..10,ACS Appl. Mater. Interfaces 2019.11:16546-16555
 CTF-Cu-4.8%,,-1.579780564263323,,,,, 19.732313575525808, CO2 saturated KCl, 0.3M, H2,,Lushan Ma,cs0c00243 1..9,ACS Catal. 2020.10:4534-4542
 CTF-Cu-4.8%,,-1.5496865203761756,,,,, 13.154875717017205, CO2 saturated KCl, 0.3M, H2,,Lushan Ma,cs0c00243 1..9,ACS Catal. 2020.10:4534-4542
 CTF-Cu-4.8%,,-1.529937304075235,,,,, 9.636711281070745, CO2 saturated KCl, 0.3M, H2,,Lushan Ma,cs0c00243 1..9,ACS Catal. 2020.10:4534-4542
 CTF-Cu-4.8%,,-1.4998432601880877,,,,, 7.1892925430210255, CO2 saturated KCl, 0.3M, H2,,Lushan Ma,cs0c00243 1..9,ACS Catal. 2020.10:4534-4542
 CTF-Cu-4.8%,,-1.4702194357366771,,,,, 5.200764818355651, CO2 saturated KCl, 0.3M, H2,,Lushan Ma,cs0c00243 1..9,ACS Catal. 2020.10:4534-4542
 CTF-Cu-4.8%,,-1.4495297805642635,,,,, 10.554493307839393, CO2 saturated KCl, 0.3M, H2,,Lushan Ma,cs0c00243 1..9,ACS Catal. 2020.10:4534-4542
 CTF-Cu-4.8%,,-1.4001567398119123,,,,, 11.319311663479936, CO2 saturated KCl, 0.3M, H2,,Lushan Ma,cs0c00243 1..9,ACS Catal. 2020.10:4534-4542
 CTF-Cu-4.8%,,-1.3498432601880878,,,,, 19.732313575525808, CO2 saturated KCl, 0.3M, H2,,Lushan Ma,cs0c00243 1..9,ACS Catal. 2020.10:4534-4542
 CTF-Cu-4.8%,,-1.3,,,,, 45.4302103250478, CO2 saturated KCl, 0.3M, H2,,Lushan Ma,cs0c00243 1..9,ACS Catal. 2020.10:4534-4542
 CTF-Cu-4.8%,,-1.5802507836990595,,,,, 1.682600382409177, CO2 saturated KCl, 0.3M, CO,,Lushan Ma,cs0c00243 1..9,ACS Catal. 2020.10:4534-4542
 CTF-Cu-4.8%,,-1.5496865203761756,,,,, 2.7533460803059313, CO2 saturated KCl, 0.3M, CO,,Lushan Ma,cs0c00243 1..9,ACS Catal. 2020.10:4534-4542
 CTF-Cu-4.8%,,-1.529937304075235,,,,, 3.365200764818354, CO2 saturated KCl, 0.3M, CO,,Lushan Ma,cs0c00243 1..9,ACS Catal. 2020.10:4534-4542
 CTF-Cu-4.8%,,-1.4998432601880877,,,,, 6.1185468451242855, CO2 saturated KCl, 0.3M, CO,,Lushan Ma,cs0c00243 1..9,ACS Catal. 2020.10:4534-4542
 CTF-Cu-4.8%,,-1.4702194357366771,,,,, 12.390057361376676, CO2 saturated KCl, 0.3M, CO,,Lushan Ma,cs0c00243 1..9,ACS Catal. 2020.10:4534-4542
 CTF-Cu-4.8%,,-1.4500000000000001,,,,, 21.873804971319316, CO2 saturated KCl, 0.3M, CO,,Lushan Ma,cs0c00243 1..9,ACS Catal. 2020.10:4534-4542
 CTF-Cu-4.8%,,-1.4001567398119123,,,,, 37.01720841300192, CO2 saturated KCl, 0.3M, CO,,Lushan Ma,cs0c00243 1..9,ACS Catal. 2020.10:4534-4542
 CTF-Cu-4.8%,,-1.3498432601880878,,,,, 43.441682600382414, CO2 saturated KCl, 0.3M, CO,,Lushan Ma,cs0c00243 1..9,ACS Catal. 2020.10:4534-4542
 CTF-Cu-4.8%,,-1.3,,,,, 29.06309751434035, CO2 saturated KCl, 0.3M, CO,,Lushan Ma,cs0c00243 1..9,ACS Catal. 2020.10:4534-4542
 CTF-Cu-4.8%,,-1.579780564263323,,,,, 70.21032504780115, CO2 saturated KCl, 0.3M, CH4,,Lushan Ma,cs0c00243 1..9,ACS Catal. 2020.10:4534-4542
 CTF-Cu-4.8%,,-1.5496865203761756,,,,, 72.19885277246655, CO2 saturated KCl, 0.3M, CH4,,Lushan Ma,cs0c00243 1..9,ACS Catal. 2020.10:4534-4542
 CTF-Cu-4.8%,,-1.529937304075235,,,,, 69.44550669216062, CO2 saturated KCl, 0.3M, CH4,,Lushan Ma,cs0c00243 1..9,ACS Catal. 2020.10:4534-4542
 CTF-Cu-4.8%,,-1.4998432601880877,,,,, 59.50286806883366, CO2 saturated KCl, 0.3M, CH4,,Lushan Ma,cs0c00243 1..9,ACS Catal. 2020.10:4534-4542
 CTF-Cu-4.8%,,-1.4697492163009404,,,,, 41.14722753346081, CO2 saturated KCl, 0.3M, CH4,,Lushan Ma,cs0c00243 1..9,ACS Catal. 2020.10:4534-4542
 CTF-Cu-4.8%,,-1.4495297805642635,,,,, 25.086042065009557, CO2 saturated KCl, 0.3M, CH4,,Lushan Ma,cs0c00243 1..9,ACS Catal. 2020.10:4534-4542
 CTF-Cu-4.8%,,-1.3996865203761757,,,,, 10.86042065009562, CO2 saturated KCl, 0.3M, CH4,,Lushan Ma,cs0c00243 1..9,ACS Catal. 2020.10:4534-4542
 CTF-Cu-4.8%,,-1.3498432601880878,,,,, 4.8948374760994255, CO2 saturated KCl, 0.3M, CH4,,Lushan Ma,cs0c00243 1..9,ACS Catal. 2020.10:4534-4542
 CTF-Cu-4.8%,,-1.2990595611285267,,,,, 3.365200764818354, CO2 saturated KCl, 0.3M, CH4,,Lushan Ma,cs0c00243 1..9,ACS Catal. 2020.10:4534-4542
 CTF-Cu-4.8%,,-1.579780564263323,,,,, 3.518164435946474, CO2 saturated KCl, 0.3M, C2H4,,Lushan Ma,cs0c00243 1..9,ACS Catal. 2020.10:4534-4542
 CTF-Cu-4.8%,,-1.5501567398119122,,,,, 7.1892925430210255, CO2 saturated KCl, 0.3M, C2H4,,Lushan Ma,cs0c00243 1..9,ACS Catal. 2020.10:4534-4542
 CTF-Cu-4.8%,,-1.529937304075235,,,,, 11.778202676864253, CO2 saturated KCl, 0.3M, C2H4,,Lushan Ma,cs0c00243 1..9,ACS Catal. 2020.10:4534-4542
 CTF-Cu-4.8%,,-1.5003134796238244,,,,, 19.579349904397716, CO2 saturated KCl, 0.3M, C2H4,,Lushan Ma,cs0c00243 1..9,ACS Catal. 2020.10:4534-4542
 CTF-Cu-4.8%,,-1.4697492163009404,,,,, 30.59273422562142, CO2 saturated KCl, 0.3M, C2H4,,Lushan Ma,cs0c00243 1..9,ACS Catal. 2020.10:4534-4542
 CTF-Cu-4.8%,,-1.4495297805642635,,,,, 29.674952198852786, CO2 saturated KCl, 0.3M, C2H4,,Lushan Ma,cs0c00243 1..9,ACS Catal. 2020.10:4534-4542
 CTF-Cu-4.8%,,-1.3996865203761757,,,,, 28.604206500956032, CO2 saturated KCl, 0.3M, C2H4,,Lushan Ma,cs0c00243 1..9,ACS Catal. 2020.10:4534-4542
 CTF-Cu-4.8%,,-1.3503134796238245,,,,, 18.814531548757173, CO2 saturated KCl, 0.3M, C2H4,,Lushan Ma,cs0c00243 1..9,ACS Catal. 2020.10:4534-4542
 electropolished Cu skeleton,-1.3007915567282322,,,,,, 88.3021727966567, NaHCO3, 0.5M, H2,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electropolished Cu skeleton,-1.2015831134564643,,,,,, 79.5036744523738, NaHCO3, 0.5M, H2,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electropolished Cu skeleton,-1.100263852242744,,,,,, 75.77857661454553, NaHCO3, 0.5M, H2,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electropolished Cu skeleton,-0.9007915567282321,,,,,, 65.10754192417349, NaHCO3, 0.5M, H2,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electropolished Cu skeleton,-0.8005277044854879,,,,,, 66.05379752439307, NaHCO3, 0.5M, H2,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electropolished Cu skeleton,-0.6992084432717676,,,,,, 64.10051176710172, NaHCO3, 0.5M, H2,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electropolished Cu skeleton,-0.5999999999999998,,,,,, 69.07382550335572, NaHCO3, 0.5M, H2,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electrodeposited Cu skeleton,-1.300791556728232,,,,,, 81.13438756175738, NaHCO3, 0.5M, H2,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electrodeposited Cu skeleton,-1.1994722955145118,,,,,, 76.12069911990227, NaHCO3, 0.5M, H2,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electrodeposited Cu skeleton,-1.100263852242744,,,,,, 65.14770413132405, NaHCO3, 0.5M, H2,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electrodeposited Cu skeleton,-0.9999999999999999,,,,,, 63.11409395973156, NaHCO3, 0.5M, H2,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electrodeposited Cu skeleton,-0.9007915567282322,,,,,, 54.07398487719362, NaHCO3, 0.5M, H2,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electrodeposited Cu skeleton,-0.799472295514511,,,,,, 51.07371925413046, NaHCO3, 0.5M, H2,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electrodeposited Cu skeleton,-0.6992084432717678,,,,,, 52.100511767101715, NaHCO3, 0.5M, H2,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electrodeposited Cu skeleton,-0.5989445910290237,,,,,, 58.040055957925325, NaHCO3, 0.5M, H2,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 annealed Cu skeleton,-1.300791556728232,,,,,, 78.07398487719362, NaHCO3, 0.5M, H2,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 annealed Cu skeleton,-1.2015831134564643,,,,,, 73.14125834499124, NaHCO3, 0.5M, H2,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 annealed Cu skeleton,-1.1013192612137201,,,,,, 61.04053407943903, NaHCO3, 0.5M, H2,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 annealed Cu skeleton,-0.9999999999999999,,,,,, 57.959731543624194, NaHCO3, 0.5M, H2,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 annealed Cu skeleton,-0.9018469656992084,,,,,, 53.752049724637445, NaHCO3, 0.5M, H2,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 annealed Cu skeleton,-0.7994722955145117,,,,,, 42.939491066211005, NaHCO3, 0.5M, H2,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 annealed Cu skeleton,-0.700263852242744,,,,,, 50.812133661525415, NaHCO3, 0.5M, H2,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 annealed Cu skeleton,-0.5989445910290239,,,,,, 45.87898213242195, NaHCO3, 0.5M, H2,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electropolished Cu skeleton,-1.2994487320837924,,,,,, 0.4210526315789558, NaHCO3, 0.5M, CO,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electropolished Cu skeleton,-1.2006615214994485,,,,,, 0.9122807017544048, NaHCO3, 0.5M, CO,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electropolished Cu skeleton,-1.1009922822491724,,,,,, 1.1695906432748586, NaHCO3, 0.5M, CO,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electropolished Cu skeleton,-1.0013230429988977,,,,,, 1.4970760233918234, NaHCO3, 0.5M, CO,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electropolished Cu skeleton,-0.9007717750826898,,,,,, 1.450292397660835, NaHCO3, 0.5M, CO,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electropolished Cu skeleton,-0.8002205071664821,,,,,, 1.9415204678362663, NaHCO3, 0.5M, CO,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electropolished Cu skeleton,-0.7014332965821386,,,,,, 2.970760233918135, NaHCO3, 0.5M, CO,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electropolished Cu skeleton,-0.6008820286659309,,,,,, 1.9883040935672546, NaHCO3, 0.5M, CO,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electrodeposited Cu skeleton,-1.3020948180815876,,,,,, 0.35087719298246256, NaHCO3, 0.5M, CO,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electrodeposited Cu skeleton,-1.2006615214994485,,,,,, 0.7719298245614183, NaHCO3, 0.5M, CO,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electrodeposited Cu skeleton,-1.1001102535832387,,,,,, 1.1461988304093537, NaHCO3, 0.5M, CO,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electrodeposited Cu skeleton,-1.0013230429988968,,,,,, 2.830409356725152, NaHCO3, 0.5M, CO,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electrodeposited Cu skeleton,-0.9007717750826898,,,,,, 5.777777777777775, NaHCO3, 0.5M, CO,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electrodeposited Cu skeleton,-0.8019845644983465,,,,,, 7.578947368421053, NaHCO3, 0.5M, CO,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electrodeposited Cu skeleton,-0.6996692392502761,,,,,, 13.052631578947366, NaHCO3, 0.5M, CO,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electrodeposited Cu skeleton,-0.6017640573318634,,,,,, 19.06432748538011, NaHCO3, 0.5M, CO,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 annealed Cu skeleton,-1.3003307607497238,,,,,, 0.9824561403508838, NaHCO3, 0.5M, CO,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 annealed Cu skeleton,-1.2015435501653801,,,,,, 1.4502923976608244, NaHCO3, 0.5M, CO,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 annealed Cu skeleton,-1.100992282249173,,,,,, 2.3157894736842266, NaHCO3, 0.5M, CO,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 annealed Cu skeleton,-1.0013230429988975,,,,,, 4.070175438596493, NaHCO3, 0.5M, CO,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 annealed Cu skeleton,-0.9007717750826898,,,,,, 6.362573099415211, NaHCO3, 0.5M, CO,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 annealed Cu skeleton,-0.800220507166483,,,,,, 8.842105263157897, NaHCO3, 0.5M, CO,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 annealed Cu skeleton,-0.7023153252480707,,,,,, 10.292397660818711, NaHCO3, 0.5M, CO,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 annealed Cu skeleton,-0.6017640573318639,,,,,, 15.040935672514621, NaHCO3, 0.5M, CO,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electropolished Cu skeleton,-1.301212789415656,,,,,, 1.7292147630157188, NaHCO3, 0.5M, HCOO-,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electropolished Cu skeleton,-1.2006615214994487,,,,,, 4.475101573397836, NaHCO3, 0.5M, HCOO-,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electropolished Cu skeleton,-1.1009922822491731,,,,,, 9.298287719212737, NaHCO3, 0.5M, HCOO-,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electropolished Cu skeleton,-1.0004410143329656,,,,,, 24.110472872136327, NaHCO3, 0.5M, HCOO-,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electropolished Cu skeleton,-0.90077177508269,,,,,, 23.05520597927722, NaHCO3, 0.5M, HCOO-,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electropolished Cu skeleton,-0.8002205071664828,,,,,, 28.14363422612341, NaHCO3, 0.5M, HCOO-,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electropolished Cu skeleton,-0.7005512679162072,,,,,, 24.08284247138586, NaHCO3, 0.5M, HCOO-,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electropolished Cu skeleton,-0.6008820286659309,,,,,, 22.099398782946636, NaHCO3, 0.5M, HCOO-,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electrodeposited Cu skeleton,-1.3012127894156557,,,,,, -0.03874103808927032, NaHCO3, 0.5M, HCOO-,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electrodeposited Cu skeleton,-1.199779492833517,,,,,, 0.8508409119981621, NaHCO3, 0.5M, HCOO-,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electrodeposited Cu skeleton,-1.1001102535832414,,,,,, 4.3480602069843854, NaHCO3, 0.5M, HCOO-,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electrodeposited Cu skeleton,-1.0013230429988975,,,,,, 6.033076074972442, NaHCO3, 0.5M, HCOO-,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electrodeposited Cu skeleton,-0.9025358324145534,,,,,, 11.254003545170476, NaHCO3, 0.5M, HCOO-,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electrodeposited Cu skeleton,-0.8011025358324143,,,,,, 24.07728715271645, NaHCO3, 0.5M, HCOO-,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electrodeposited Cu skeleton,-0.700551267916207,,,,,, 26.16019053768423, NaHCO3, 0.5M, HCOO-,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electrodeposited Cu skeleton,-0.6008820286659314,,,,,, 20.198846296758802, NaHCO3, 0.5M, HCOO-,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 annealed Cu skeleton,-1.301212789415656,,,,,, 0.8894357574908298, NaHCO3, 0.5M, HCOO-,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 annealed Cu skeleton,-1.2006615214994487,,,,,, 1.7789689767127328, NaHCO3, 0.5M, HCOO-,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 annealed Cu skeleton,-1.1001102535832414,,,,,, 5.099441422453964, NaHCO3, 0.5M, HCOO-,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 annealed Cu skeleton,-1.0004410143329658,,,,,, 18.05522425335174, NaHCO3, 0.5M, HCOO-,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 annealed Cu skeleton,-0.9007717750826901,,,,,, 20.97785791297885, NaHCO3, 0.5M, HCOO-,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 annealed Cu skeleton,-0.8002205071664828,,,,,, 34.06628615982507, NaHCO3, 0.5M, HCOO-,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 annealed Cu skeleton,-0.7005512679162072,,,,,, 29.033118714479798, NaHCO3, 0.5M, HCOO-,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 annealed Cu skeleton,-0.6000000000000002,,,,,, 26.033149171270707, NaHCO3, 0.5M, HCOO-,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electropolished Cu skeleton,-1.300922266139657,,,,,, 0.9157737461456818, NaHCO3, 0.5M, C2H4,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electropolished Cu skeleton,-1.2007905138339922,,,,,, 1.2730285197862088, NaHCO3, 0.5M, C2H4,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electropolished Cu skeleton,-1.1006587615283265,,,,,, 2.1230559609694666, NaHCO3, 0.5M, C2H4,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electropolished Cu skeleton,-1.000527009222662,,,,,, 1.001992731981872, NaHCO3, 0.5M, C2H4,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electropolished Cu skeleton,-0.9003952569169957,,,,,, 0.5051082152150528, NaHCO3, 0.5M, C2H4,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electropolished Cu skeleton,-0.8002635046113302,,,,,, 0.008223698448233563, NaHCO3, 0.5M, C2H4,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electropolished Cu skeleton,-0.7011857707509881,,,,,, -0.028696379321985432, NaHCO3, 0.5M, C2H4,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
 electropolished Cu skeleton,-0.5989459815546767,,,,,, -0.00004328262340891342, NaHCO3, 0.5M, C2H4,,Abhijit Dutta,cs7b01548 1..7,ACS Catal. 2017.7:5431-5437
